,Country,Year,SP.POP.TOTL
13748,SSD,1983,4953151
13749,SSD,1984,5096482
13750,SSD,1985,5220747
13751,SSD,1986,5328164
13752,SSD,1987,5419809
13753,SSD,1988,5485282
13754,SSD,1989,5511579
13755,SSD,1990,5492623
13756,SSD,1991,5420171
13757,SSD,1992,5305457
13758,SSD,1993,5185699
13759,SSD,1994,5111365
13760,SSD,1995,5118083
13761,SSD,1996,5221926
13762,SSD,1997,5411655
13763,SSD,1998,5661942
13764,SSD,1999,5933882
13765,SSD,2000,6199394
13766,SSD,2001,6447793
13767,SSD,2002,6688226
13768,SSD,2003,6935676
13769,SSD,2004,7213351
13770,SSD,2005,7535932
13771,SSD,2006,7907406
13772,SSD,2007,8315139
13773,SSD,2008,8736939
13774,SSD,2009,9142259
13775,SSD,2010,9508364
13776,SSD,2011,9830698
13777,SSD,2012,10113647
13778,SSD,2013,10355036
13779,SSD,2014,10554883
13780,SSD,2015,10715658
13781,SSD,2016,10832512
13782,SSD,2017,10910759
13783,SSD,2018,10975920
13784,SSD,2019,11062113
13786,ESP,1960,30455000
13787,ESP,1961,30739250
13788,ESP,1962,31023366
13789,ESP,1963,31296651
13790,ESP,1964,31609195
13791,ESP,1965,31954292
13792,ESP,1966,32283194
13793,ESP,1967,32682947
13794,ESP,1968,33113134
13795,ESP,1969,33441054
13796,ESP,1970,33814531
13797,ESP,1971,34224490
13798,ESP,1972,34604469
13799,ESP,1973,34988947
13800,ESP,1974,35373335
13801,ESP,1975,35757900
13802,ESP,1976,36137812
13803,ESP,1977,36511638
13804,ESP,1978,36864898
13805,ESP,1979,37191330
13806,ESP,1980,37491165
13807,ESP,1981,37758631
13808,ESP,1982,37986012
13809,ESP,1983,38171525
13810,ESP,1984,38330364
13811,ESP,1985,38469512
13812,ESP,1986,38584624
13813,ESP,1987,38684815
13814,ESP,1988,38766939
13815,ESP,1989,38827764
13816,ESP,1990,38867322
13817,ESP,1991,38966376
13818,ESP,1992,39157685
13819,ESP,1993,39361262
13820,ESP,1994,39549108
13821,ESP,1995,39724050
13822,ESP,1996,39889852
13823,ESP,1997,40057389
13824,ESP,1998,40223509
13825,ESP,1999,40386875
13826,ESP,2000,40567864
13827,ESP,2001,40850412
13828,ESP,2002,41431558
13829,ESP,2003,42187645
13830,ESP,2004,42921895
13831,ESP,2005,43653155
13832,ESP,2006,44397319
13833,ESP,2007,45226803
13834,ESP,2008,45954106
13835,ESP,2009,46362946
13836,ESP,2010,46576897
13837,ESP,2011,46742697
13838,ESP,2012,46773055
13839,ESP,2013,46620045
13840,ESP,2014,46480882
13841,ESP,2015,46444832
13842,ESP,2016,46484062
13843,ESP,2017,46593236
13844,ESP,2018,46797754
13845,ESP,2019,47076781
13847,LKA,1960,9874476
13848,LKA,1961,10111637
13849,LKA,1962,10352179
13850,LKA,1963,10597511
13851,LKA,1964,10849975
13852,LKA,1965,11110820
13853,LKA,1966,11380670
13854,LKA,1967,11657650
13855,LKA,1968,11937600
13856,LKA,1969,12214956
13857,LKA,1970,12485740
13858,LKA,1971,12747821
13859,LKA,1972,13002231
13860,LKA,1973,13252036
13861,LKA,1974,13501935
13862,LKA,1975,13755146
13863,LKA,1976,14012899
13864,LKA,1977,14273495
13865,LKA,1978,14533690
13866,LKA,1979,14788862
13867,LKA,1980,15035834
13868,LKA,1981,15272831
13869,LKA,1982,15501207
13870,LKA,1983,15724651
13871,LKA,1984,15948487
13872,LKA,1985,16176280
13873,LKA,1986,16408859
13874,LKA,1987,16643952
13875,LKA,1988,16878189
13876,LKA,1989,17106753
13877,LKA,1990,17325773
13878,LKA,1991,17535729
13879,LKA,1992,17736821
13880,LKA,1993,17924823
13881,LKA,1994,18094477
13882,LKA,1995,18242912
13883,LKA,1996,18367288
13884,LKA,1997,18470900
13885,LKA,1998,18564599
13886,LKA,1999,18663284
13887,LKA,2000,18777601
13888,LKA,2001,18911730
13889,LKA,2002,19062482
13890,LKA,2003,19224037
13891,LKA,2004,19387153
13892,LKA,2005,19544988
13893,LKA,2006,19695972
13894,LKA,2007,19842044
13895,LKA,2008,19983984
13896,LKA,2009,20123508
13897,LKA,2010,20261737
13898,LKA,2011,20398670
13899,LKA,2012,20425000
13900,LKA,2013,20585000
13901,LKA,2014,20778000
13902,LKA,2015,20970000
13903,LKA,2016,21203000
13904,LKA,2017,21444000
13905,LKA,2018,21670000
13906,LKA,2019,21803000
13908,KNA,1960,51195
13909,KNA,1961,51192
13910,KNA,1962,50963
13911,KNA,1963,50525
13912,KNA,1964,49931
13913,KNA,1965,49214
13914,KNA,1966,48358
13915,KNA,1967,47381
13916,KNA,1968,46397
13917,KNA,1969,45534
13918,KNA,1970,44883
13919,KNA,1971,44490
13920,KNA,1972,44320
13921,KNA,1973,44311
13922,KNA,1974,44328
13923,KNA,1975,44272
13924,KNA,1976,44143
13925,KNA,1977,43942
13926,KNA,1978,43708
13927,KNA,1979,43455
13928,KNA,1980,43205
13929,KNA,1981,42960
13930,KNA,1982,42728
13931,KNA,1983,42482
13932,KNA,1984,42199
13933,KNA,1985,41866
13934,KNA,1986,41479
13935,KNA,1987,41041
13936,KNA,1988,40641
13937,KNA,1989,40354
13938,KNA,1990,40259
13939,KNA,1991,40379
13940,KNA,1992,40697
13941,KNA,1993,41135
13942,KNA,1994,41617
13943,KNA,1995,42074
13944,KNA,1996,42475
13945,KNA,1997,42854
13946,KNA,1998,43221
13947,KNA,1999,43614
13948,KNA,2000,44074
13949,KNA,2001,44599
13950,KNA,2002,45165
13951,KNA,2003,45746
13952,KNA,2004,46324
13953,KNA,2005,46857
13954,KNA,2006,47339
13955,KNA,2007,47778
13956,KNA,2008,48185
13957,KNA,2009,48599
13958,KNA,2010,49016
13959,KNA,2011,49447
13960,KNA,2012,49887
13961,KNA,2013,50331
13962,KNA,2014,50774
13963,KNA,2015,51203
13964,KNA,2016,51625
13965,KNA,2017,52045
13966,KNA,2018,52441
13967,KNA,2019,52823
13969,LCA,1960,89697
13970,LCA,1961,90716
13971,LCA,1962,91891
13972,LCA,1963,93211
13973,LCA,1964,94636
13974,LCA,1965,96134
13975,LCA,1966,97715
13976,LCA,1967,99365
13977,LCA,1968,101035
13978,LCA,1969,102597
13979,LCA,1970,104015
13980,LCA,1971,105247
13981,LCA,1972,106310
13982,LCA,1973,107320
13983,LCA,1974,108391
13984,LCA,1975,109627
13985,LCA,1976,111067
13986,LCA,1977,112685
13987,LCA,1978,114400
13988,LCA,1979,116136
13989,LCA,1980,117822
13990,LCA,1981,119430
13991,LCA,1982,120988
13992,LCA,1983,122564
13993,LCA,1984,124292
13994,LCA,1985,126244
13995,LCA,1986,128449
13996,LCA,1987,130856
13997,LCA,1988,133367
13998,LCA,1989,135788
13999,LCA,1990,138020
14000,LCA,1991,139995
14001,LCA,1992,141760
